      1.000000e-15       1.000000e+06       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15      -7.059532e+05       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15      -3.260056e+03       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15       7.105561e+05       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15      -9.999787e+05       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15       7.013203e+05       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15       9.780030e+03       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15      -7.151288e+05       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15       9.999150e+05       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
      1.000000e-15      -6.966576e+05       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00       0.000000e+00
