-1774999808.0 0.0 0.0
-1743583872.0 0.0 0.0
-1712167936.0 0.0 0.0
-1680752128.0 0.0 0.0
-1649336192.0 0.0 0.0
-1617920256.0 0.0 0.0
-1586504320.0 0.0 0.0
-1555088384.0 0.0 0.0
-1523672448.0 0.0 0.0
-1492256512.0 0.0 0.0
-1460840576.0 0.0 0.0
-1429424640.0 0.0 0.0
-1398008704.0 0.0 0.0
-1366592768.0 0.0 0.0
-1335176832.0 0.0 0.0
-1303760896.0 0.0 0.0
-1272345088.0 0.0 0.0
-1240929152.0 0.0 0.0
-1209513216.0 0.0 0.0
-1178097280.0 0.0 0.0
-1146681344.0 0.0 0.0
-1115265408.0 0.0 0.0
-1083849472.0 0.0 0.0
-1052433536.0 0.0 0.0
-1021017600.0 0.0 0.0
-989601664.0 0.0 0.0
-958185728.0 0.0 0.0
-926769856.0 0.0 0.0
-895353920.0 0.0 0.0
-863937984.0 0.0 0.0
-832522048.0 0.0 0.0
-801106112.0 0.0 0.0
-769690176.0 0.0 0.0
-738274304.0 0.0 0.0
-706858368.0 0.0 0.0
-675442432.0 0.0 0.0
-644026496.0 0.0 0.0
-612610560.0 0.0 0.0
-581194624.0 0.0 0.0
-549778688.0 0.0 0.0
-518362784.0 0.0 0.0
-486946848.0 0.0 0.0
-455530944.0 0.0 0.0
-424115008.0 0.0 0.0
-392699072.0 0.0 0.0
-361283168.0 0.0 0.0
-329867232.0 0.0 0.0
-298451296.0 0.0 0.0
-267035376.0 0.0 0.0
-235619456.0 0.0 0.0
-204203520.0 0.0 0.0
-172787600.0 0.0 0.0
-141371664.0 0.0 0.0
-109955744.0 0.0 0.0
-78539816.0 0.0 0.0
-47123888.0 0.0 0.0
-15707963.0 0.0 0.0
15707963.0 0.0 0.0
47123888.0 0.0 0.0
78539816.0 0.0 0.0
109955744.0 0.0 0.0
141371664.0 0.0 0.0
172787600.0 0.0 0.0
204203520.0 0.0 0.0
235619456.0 0.0 0.0
267035376.0 0.0 0.0
298451296.0 0.0 0.0
329867232.0 0.0 0.0
361283168.0 0.0 0.0
392699072.0 0.0 0.0
424115008.0 0.0 0.0
455530944.0 0.0 0.0
486946848.0 0.0 0.0
518362784.0 0.0 0.0
549778688.0 0.0 0.0
581194624.0 0.0 0.0
612610560.0 0.0 0.0
644026496.0 0.0 0.0
675442432.0 0.0 0.0
706858368.0 0.0 0.0
738274304.0 0.0 0.0
769690176.0 0.0 0.0
801106112.0 0.0 0.0
832522048.0 0.0 0.0
863937984.0 0.0 0.0
895353920.0 0.0 0.0
926769856.0 0.0 0.0
958185728.0 0.0 0.0
989601664.0 0.0 0.0
1021017600.0 0.0 0.0
1052433536.0 0.0 0.0
1083849472.0 0.0 0.0
1115265408.0 0.0 0.0
1146681344.0 0.0 0.0
1178097280.0 0.0 0.0
1209513216.0 0.0 0.0
1240929152.0 0.0 0.0
1272345088.0 0.0 0.0
1303760896.0 0.0 0.0
1335176832.0 0.0 0.0
1366592768.0 0.0 0.0
1398008704.0 0.0 0.0
1429424640.0 0.0 0.0
1460840576.0 0.0 0.0
1492256512.0 0.0 0.0
1523672448.0 0.0 0.0
1555088384.0 0.0 0.0
1586504320.0 0.0 0.0
1617920256.0 0.0 0.0
1649336192.0 0.0 0.0
1680752128.0 0.0 0.0
1712167936.0 0.0 0.0
1743583872.0 0.0 0.0
1774999808.0 0.0 0.0
